id,product_services,revenue_omu,type,country,related_to_food,related_to_seafood,company_type
"Fritz, Clark and Gonzalez",,4871.8536,Company,ZH,,,NULL
"Fritz, King and Williams",,,Beneficial Owner,ZH,,,NULL
"Fritz, Rice and Poole",,,Company Contacts,ZH,,,NULL
Fritz-Conner,,,Beneficial Owner,ZH,,,NULL
Frost and Sons,,,Company,ZH,,,Sons
Frost and Sons,,,Company Contacts,ZH,,,Sons
Frost Group,,,Company,ZH,,,Group
Frost PLC,,,Beneficial Owner,ZH,,,PLC
"Frost, Baker and Sparks",,,Beneficial Owner,ZH,,,NULL
"Frost, Gibson and Johnson",,,Beneficial Owner,ZH,,,NULL
"Frost, Wallace and Taylor",,,Company Contacts,ZH,,,NULL
Frost-Bradley,,,Beneficial Owner,ZH,,,NULL
Frost-Cooper,,,Beneficial Owner,ZH,,,NULL
Frost-Morris,,,Company Contacts,ZH,,,NULL
Fry Inc,,,Beneficial Owner,ZH,,,Inc
Fry LLC,,,Company Contacts,ZH,,,Limited
"Fry, Bradshaw and Wilkins",,,Beneficial Owner,ZH,,,NULL
"Fry, Forbes and Carlson",,,Company Contacts,ZH,,,NULL
"Fry, Hendrix and Mcguire",,,Beneficial Owner,ZH,,,NULL
"Fry, Johnson and Lewis",,,Company Contacts,ZH,,,NULL
"Fry, Perez and Allen",,,Company Contacts,ZH,,,NULL
"Fry, Williams and Wagner",,,Beneficial Owner,ZH,,,NULL
Fry-Adams,,,Company Contacts,ZH,,,NULL
Frye and Sons,,,Company Contacts,ZH,,,Sons
"Frye, Morrow and Finley",,,Company Contacts,ZH,,,NULL
"Frye, Parker and Davis",International freight forwarding; Customs brokerage; Warehouse; Distribution; Packaging; Insurance; Consolidation services by air and ocean; Sea air shipments; Door-to-door services; Courier services,,Company,ZH,0,0,NULL
"Frye, Ramirez and Durham",,,Beneficial Owner,ZH,,,NULL
"Frye, Richardson and Clarke",,,Company,ZH,,,NULL
Frye-Caldwell,,,Company Contacts,ZH,,,NULL
Frye-Nunez,,,Company Contacts,ZH,,,NULL
Frye-Smith,,,Company,ZH,,,NULL
Fry-Garcia,,,Beneficial Owner,ZH,,,NULL
Fuentes Inc,,,Beneficial Owner,ZH,,,Inc
Fuentes Inc,,,Company Contacts,ZH,,,Inc
"Fuentes, Dalton and Lewis",,,Beneficial Owner,ZH,,,NULL
"Fuentes, Jackson and Stevens",,,Beneficial Owner,ZH,,,NULL
"Fuentes, Perez and Wood",,,Beneficial Owner,ZH,,,NULL
"Fuentes, Perkins and Shields",,,Company Contacts,ZH,,,NULL
Fuentes-Arnold,,,Beneficial Owner,ZH,,,NULL
Fuentes-Rose,,,Beneficial Owner,ZH,,,NULL
Fuentes-Williams,,,Company Contacts,ZH,,,NULL
Fuller and Sons,,,Beneficial Owner,ZH,,,Sons
Fuller Inc,,,Company Contacts,ZH,,,Inc
Fuller Ltd,,,Beneficial Owner,ZH,,,Limited
Fuller PLC,,,Beneficial Owner,ZH,,,PLC
"Fuller, Bradley and Mccoy",,,Company,ZH,,,NULL
"Fuller, Costa and Barnes",,,Beneficial Owner,ZH,,,NULL
"Fuller, Cox and Johnson",,,Beneficial Owner,ZH,,,NULL
"Fuller, Edwards and Lawson",,,Beneficial Owner,ZH,,,NULL
"Fuller, Higgins and Cole",,,Company Contacts,ZH,,,NULL
"Fuller, Rodgers and Daniel",,,Company Contacts,ZH,,,NULL
"Fuller, Sullivan and Becker",,,Company Contacts,ZH,,,NULL
Fuller-Berg,,,Company,ZH,,,NULL
Fuller-Doyle,,,Beneficial Owner,ZH,,,NULL
Fuller-Lee,,,Company Contacts,ZH,,,NULL
Fuller-Little,,,Company Contacts,ZH,,,NULL
Fuller-Mendoza,,,Beneficial Owner,ZH,,,NULL
Fuller-Taylor,,,Beneficial Owner,ZH,,,NULL
Fuller-Wood,,,Beneficial Owner,ZH,,,NULL
Gaines and Sons,,,Beneficial Owner,ZH,,,Sons
Gaines Inc,"Fresh salmon fillets, smoked Norwegian and Irish salmon, fried tilapia loin, grilled butter fish, fried salmon, salmon carpaccio, fish mix, salmon rolls, cod fish",,Company,ZH,1,1,Inc
"Gaines, Cobb and Sullivan",,,Beneficial Owner,ZH,,,NULL
"Gaines, Gomez and Mercer",,,Company Contacts,ZH,,,NULL
"Gaines, Morris and Carter",,,Company Contacts,ZH,,,NULL
Gaines-Carr,,,Company Contacts,ZH,,,NULL
Gaines-Maldonado,,,Beneficial Owner,ZH,,,NULL
Galene Cargo  GmbH Cargo,"Stationery, commodity and household items",125934.7342,Company,Marebak,0,0,Ges.m.b.H
Galene Leska Kga Investment,,12800.6887,Company,Mawazam,,,Kga
Galene S.A. de C.V. Marine ecology,Luggage and traveling bags,16930.0615,Company,Marebak,0,0,S.A. de C.V.
Gallagher and Sons,,,Beneficial Owner,ZH,,,Sons
Gallagher Group,,,Company Contacts,ZH,,,Group
Gallagher Inc,,,Beneficial Owner,ZH,,,Inc
Gallagher Inc,,,Beneficial Owner,ZH,,,Inc
Gallagher LLC,,,Beneficial Owner,ZH,,,Limited
Gallagher Ltd,,,Beneficial Owner,ZH,,,Limited
"Gallagher, Bean and Tucker",,,Company Contacts,ZH,,,NULL
Gallagher-Gonzalez,,,Beneficial Owner,ZH,,,NULL
Gallagher-Hudson,,,Company Contacts,ZH,,,NULL
Gallagher-Olson,,,Company Contacts,ZH,,,NULL
Gallegos LLC,,,Company,ZH,,,Limited
Gallegos LLC,,,Beneficial Owner,ZH,,,Limited
Gallegos Ltd,,,Company Contacts,ZH,,,Limited
"Gallegos, Finley and Williams",,,Company Contacts,ZH,,,NULL
"Gallegos, Lee and Steele",,,Company Contacts,ZH,,,NULL
"Gallegos, Richards and Mueller",,,Beneficial Owner,ZH,,,NULL
"Gallegos, Simpson and Green",,,Beneficial Owner,ZH,,,NULL
"Gallegos, Spencer and Dixon",,,Beneficial Owner,ZH,,,NULL
Gallegos-Lam,,,Beneficial Owner,ZH,,,NULL
Gallegos-Walsh,,,Company,ZH,,,NULL
Galloway and Sons,,4754.3559,Company,ZH,,,Sons
Galloway LLC,,,Company,ZH,,,Limited
Galloway LLC,,,Beneficial Owner,ZH,,,Limited
Galloway LLC,,,Company Contacts,ZH,,,Limited
"Galloway, Macias and Gallagher",,,Company Contacts,ZH,,,NULL
"Galloway, Norris and Bennett",,,Beneficial Owner,ZH,,,NULL
"Galloway, Rodriguez and Rowe",,,Beneficial Owner,ZH,,,NULL
"Galloway, Weeks and Bass",,,Beneficial Owner,ZH,,,NULL
Galloway-Franco,"Railroad wheelset, forged railroad wheel, forged railroad axle, forged crane wheel, forged steel sheaves, forged steel gear rough pieces, and vacuum degassed, microalloy and carbon steel ingot; Provides outstanding customer service, maintaining low costs and remaining fast, flexible and always ahead of changing demands - creating tangible value in many different ways",31927.9084,Company,ZH,0,0,NULL
Galloway-Grimes,,,Beneficial Owner,ZH,,,NULL
Galvan and Sons,,,Company Contacts,ZH,,,Sons
Galvan Inc,,,Beneficial Owner,ZH,,,Inc
Galvan Inc,,,Company Contacts,ZH,,,Inc
Galvan LLC,,,Company Contacts,ZH,,,Limited
"Galvan, Cruz and Horton",,,Beneficial Owner,ZH,,,NULL
"Galvan, Farmer and Colon",,,Beneficial Owner,ZH,,,NULL
"Galvan, Moore and Hampton",,,Company Contacts,ZH,,,NULL
"Galvan, Smith and Roberson",,,Beneficial Owner,ZH,,,NULL
Galvan-Anderson,,,Company Contacts,ZH,,,NULL
Gambia River   AG Import,,6817.2491,Company,Riodelsol,,,AG
Gambia River   Co Marine sanctuary,Copper rod,18366.6728,Company,Oceanus,0,0,Co
Gambia River   Cruise ship,,6546.6728,Company,Oceanus,,,NULL
Gambia River   Kga Holdings,Micro and precision machined parts and components for OEMs,24466.6728,Company,Oceanus,0,0,Kga
Gamble and Sons,Freight forwarding and supply chain management services,8995.677,Company,ZH,0,0,Sons
Gamble PLC,,,Beneficial Owner,ZH,,,PLC
"Gamble, Allen and White",,,Company Contacts,ZH,,,NULL
"Gamble, Gentry and Oliver",,,Beneficial Owner,ZH,,,NULL
"Gamble, Martinez and Ramirez",,,Beneficial Owner,ZH,,,NULL
Gamble-Berry,,,Beneficial Owner,ZH,,,NULL
Gamble-Chapman,,,Company Contacts,ZH,,,NULL
Gamble-Davis,,,Company Contacts,ZH,,,NULL
Gamble-Koch,,,Beneficial Owner,ZH,,,NULL
Garcia and Sons,,,Company,ZH,,,Sons
Garcia and Sons,,,Beneficial Owner,ZH,,,Sons
Garcia and Sons,,,Beneficial Owner,ZH,,,Sons
Garcia and Sons,,,Beneficial Owner,ZH,,,Sons
Garcia and Sons,,,Beneficial Owner,ZH,,,Sons
Garcia and Sons,,,Beneficial Owner,ZH,,,Sons
Garcia and Sons,,,Beneficial Owner,ZH,,,Sons
Garcia and Sons,,,Company Contacts,ZH,,,Sons
Garcia and Sons,,,Company Contacts,ZH,,,Sons
Garcia and Sons,,,Company Contacts,ZH,,,Sons
Garcia and Sons,,,Company Contacts,ZH,,,Sons
Garcia and Sons,,,Company Contacts,ZH,,,Sons
Garcia and Sons,,,Company Contacts,ZH,,,Sons
Garcia and Sons,,,Company Contacts,ZH,,,Sons
Garcia and Sons,,,Company Contacts,ZH,,,Sons
Garcia and Sons,,,Company Contacts,ZH,,,Sons
Garcia Group,Herbal products,23987.7854,Company,ZH,0,0,Group
Garcia Group,,,Beneficial Owner,ZH,,,Group
Garcia Group,,,Beneficial Owner,ZH,,,Group
Garcia Group,,,Beneficial Owner,ZH,,,Group
Garcia Group,,,Beneficial Owner,ZH,,,Group
Garcia Group,,,Company Contacts,ZH,,,Group
Garcia Group,,,Company Contacts,ZH,,,Group
Garcia Group,,,Company Contacts,ZH,,,Group
Garcia Inc,,5716.6728,Company,ZH,,,Inc
Garcia Inc,,5516.6728,Company,ZH,,,Inc
Garcia Inc,,,Company,ZH,,,Inc
Garcia Inc,,,Company,ZH,,,Inc
Garcia Inc,,,Beneficial Owner,ZH,,,Inc
Garcia Inc,,,Beneficial Owner,ZH,,,Inc
Garcia Inc,,,Beneficial Owner,ZH,,,Inc
Garcia Inc,,,Beneficial Owner,ZH,,,Inc
Garcia Inc,,,Beneficial Owner,ZH,,,Inc
Garcia Inc,,,Beneficial Owner,ZH,,,Inc
Garcia Inc,,,Beneficial Owner,ZH,,,Inc
Garcia Inc,,,Beneficial Owner,ZH,,,Inc
Garcia Inc,,,Company Contacts,ZH,,,Inc
Garcia Inc,,,Company Contacts,ZH,,,Inc
Garcia Inc,,,Company Contacts,ZH,,,Inc
Garcia Inc,,,Company Contacts,ZH,,,Inc
Garcia Inc,,,Company Contacts,ZH,,,Inc
Garcia LLC,,,Company,ZH,,,Limited
Garcia LLC,,,Beneficial Owner,ZH,,,Limited
Garcia LLC,,,Beneficial Owner,ZH,,,Limited
Garcia LLC,,,Beneficial Owner,ZH,,,Limited
Garcia LLC,,,Beneficial Owner,ZH,,,Limited
Garcia LLC,,,Beneficial Owner,ZH,,,Limited
Garcia LLC,,,Beneficial Owner,ZH,,,Limited
Garcia LLC,,,Beneficial Owner,ZH,,,Limited
Garcia LLC,,,Beneficial Owner,ZH,,,Limited
Garcia LLC,,,Company Contacts,ZH,,,Limited
Garcia LLC,,,Company Contacts,ZH,,,Limited
Garcia LLC,,,Company Contacts,ZH,,,Limited
Garcia LLC,,,Company Contacts,ZH,,,Limited
Garcia LLC,,,Company Contacts,ZH,,,Limited
Garcia LLC,,,Company Contacts,ZH,,,Limited
Garcia Ltd,"Poly plastic bags, packaging bags, box liners, drum liners, trash can liners, garbage bags, reclosable ziplock bags, ice bags, retail merchandise bags, trade show bags, poly tubing, and all types of poly sheeting and poly films",28674.7299,Company,ZH,0,0,Limited
Garcia Ltd,,,Beneficial Owner,ZH,,,Limited
Garcia Ltd,,,Beneficial Owner,ZH,,,Limited
Garcia Ltd,,,Company Contacts,ZH,,,Limited
Garcia Ltd,,,Company Contacts,ZH,,,Limited
Garcia Ltd,,,Company Contacts,ZH,,,Limited
Garcia PLC,,,Company,ZH,,,PLC
Garcia PLC,,,Beneficial Owner,ZH,,,PLC
Garcia PLC,,,Beneficial Owner,ZH,,,PLC
Garcia PLC,,,Beneficial Owner,ZH,,,PLC
Garcia PLC,,,Beneficial Owner,ZH,,,PLC
Garcia PLC,,,Beneficial Owner,ZH,,,PLC
Garcia PLC,,,Beneficial Owner,ZH,,,PLC
Garcia PLC,,,Beneficial Owner,ZH,,,PLC
Garcia PLC,,,Beneficial Owner,ZH,,,PLC
Garcia PLC,,,Beneficial Owner,ZH,,,PLC
Garcia PLC,,,Beneficial Owner,ZH,,,PLC
Garcia PLC,,,Company Contacts,ZH,,,PLC
Garcia PLC,,,Company Contacts,ZH,,,PLC
Garcia PLC,,,Company Contacts,ZH,,,PLC
"Garcia, Archer and Richardson",Handles the administrative affairs and services of a holding company and assumes management services to its local group and units; Controls and coordinates the business of its associate companies and provides assistance to companies it holds an interest,992156.9375,Company,ZH,0,0,NULL
"Garcia, Barnes and Patterson",,,Company Contacts,ZH,,,NULL
"Garcia, Barron and Boyd",,,Beneficial Owner,ZH,,,NULL
"Garcia, Bell and Campbell",,,Beneficial Owner,ZH,,,NULL
"Garcia, Berger and Davis",,,Beneficial Owner,ZH,,,NULL
"Garcia, Bradford and Martinez",,,Company Contacts,ZH,,,NULL
"Garcia, Bridges and Lozano",,,Beneficial Owner,ZH,,,NULL
"Garcia, Brown and Olson",,,Company Contacts,ZH,,,NULL
"Garcia, Byrd and Johnson",,,Beneficial Owner,ZH,,,NULL
"Garcia, Castillo and Escobar",,,Company Contacts,ZH,,,NULL
"Garcia, Cooper and Anderson",Groceries and other related products,30020.7849,Company,ZH,0,0,NULL
"Garcia, Cooper and Foster",,,Beneficial Owner,ZH,,,NULL
"Garcia, Dean and Thomas",,,Beneficial Owner,ZH,,,NULL
"Garcia, Esparza and Reyes",,,Company Contacts,ZH,,,NULL
"Garcia, Fisher and Anderson",,,Beneficial Owner,ZH,,,NULL
"Garcia, Gardner and Griffin",,,Beneficial Owner,ZH,,,NULL
"Garcia, Gonzalez and Mcdonald",,,Beneficial Owner,ZH,,,NULL
"Garcia, Greene and Bailey",,,Beneficial Owner,ZH,,,NULL
"Garcia, Harris and Lara",,,Beneficial Owner,ZH,,,NULL
"Garcia, Harris and Williamson",,,Beneficial Owner,ZH,,,NULL
"Garcia, Hart and Faulkner",,,Company Contacts,ZH,,,NULL
"Garcia, Henson and Walton",,,Company Contacts,ZH,,,NULL
"Garcia, Hudson and Arnold",,,Beneficial Owner,ZH,,,NULL
"Garcia, Jackson and Williams",,,Company Contacts,ZH,,,NULL
"Garcia, Jensen and Robinson",,,Company Contacts,ZH,,,NULL
"Garcia, Johnson and Martinez",,,Beneficial Owner,ZH,,,NULL
"Garcia, Keller and Blair",,,Beneficial Owner,ZH,,,NULL
"Garcia, Li and Fischer",,,Beneficial Owner,ZH,,,NULL
"Garcia, Lloyd and Houston",Bottom fishes; shellfish; salmon fish; halibuts; farmed fishes; and exotics; as well as oysters; Pollock; shrimp; catfish; clams; cod; crab; flounder; sole; tilapia; tuna; whiting fish; and rockfish,53508.5106,Company,ZH,1,1,NULL
"Garcia, Long and Davis",,,Beneficial Owner,ZH,,,NULL
"Garcia, Lowe and Manning",,,Beneficial Owner,ZH,,,NULL
"Garcia, Lucas and Moore",Biological and medical products; botanical drugs and herbs; and pharmaceutical products,15750.2626,Company,ZH,0,0,NULL
"Garcia, Martin and Baker",,,Company Contacts,ZH,,,NULL
"Garcia, Martinez and Hardin",,,Company Contacts,ZH,,,NULL
"Garcia, Mcdonald and Lewis",,,Beneficial Owner,ZH,,,NULL
"Garcia, Mcguire and Edwards",,,Beneficial Owner,ZH,,,NULL
"Garcia, Mcpherson and Dean",,,Beneficial Owner,ZH,,,NULL
"Garcia, Mendoza and Clark",,,Beneficial Owner,ZH,,,NULL
"Garcia, Miller and Brown",,,Beneficial Owner,ZH,,,NULL
"Garcia, Moore and Marsh",Chemical products,,Company,ZH,0,0,NULL
"Garcia, Murray and Cook",,,Beneficial Owner,ZH,,,NULL
"Garcia, Neal and Roberson",,,Company Contacts,ZH,,,NULL
"Garcia, Parsons and Rodriguez",,,Beneficial Owner,ZH,,,NULL
"Garcia, Price and Foster",Bearings and wear parts in the marine and rail industry source: freelance researcher,5560.0337,Company,ZH,1,1,NULL
"Garcia, Ramirez and Hoover",,,Company Contacts,ZH,,,NULL
"Garcia, Ramsey and Mccarty",,,Beneficial Owner,ZH,,,NULL
"Garcia, Roberts and Garrison",,,Company Contacts,ZH,,,NULL
"Garcia, Rodriguez and Reyes",,,Company Contacts,ZH,,,NULL
"Garcia, Ruiz and Jones",,,Company Contacts,ZH,,,NULL
"Garcia, Salinas and Ramos",,,Company,ZH,,,NULL
"Garcia, Sandoval and Williams",,,Beneficial Owner,ZH,,,NULL
"Garcia, Simmons and Miller",,,Company Contacts,ZH,,,NULL
"Garcia, Smith and Molina",,,Company Contacts,ZH,,,NULL
"Garcia, Sparks and Jacobs","Integrated shareholding firm with business scopes in international trade, real estate development, labor force export, foreign economic cooperation and overseas exhibition business",447955.4604,Company,ZH,0,0,NULL
"Garcia, Steele and Cooper",,,Beneficial Owner,ZH,,,NULL
"Garcia, Strong and Schultz",Basic iron and steel and of ferro-alloys,118151.269,Company,ZH,0,0,NULL
"Garcia, Taylor and Mcclain",,20666.6728,Company,ZH,,,NULL
"Garcia, Thompson and Moreno",,,Beneficial Owner,ZH,,,NULL
"Garcia, Torres and Johnson",,,Beneficial Owner,ZH,,,NULL
"Garcia, Watkins and Hester",,,Company Contacts,ZH,,,NULL
"Garcia, Webster and Jones",,,Company Contacts,ZH,,,NULL
"Garcia, Wheeler and Wade",,,Beneficial Owner,ZH,,,NULL
"Garcia, Woods and Barnett",,,Beneficial Owner,ZH,,,NULL
"Garcia, Young and Bradford",,,Company Contacts,ZH,,,NULL
"Garcia, Young and Gonzalez",,,Beneficial Owner,ZH,,,NULL
Garcia-Abbott,,,Beneficial Owner,ZH,,,NULL
Garcia-Adams,,,Beneficial Owner,ZH,,,NULL
Garcia-Arellano,,,Beneficial Owner,ZH,,,NULL
Garcia-Bailey,,,Beneficial Owner,ZH,,,NULL
Garcia-Baxter,,,Company Contacts,ZH,,,NULL
Garcia-Becker,,,Beneficial Owner,ZH,,,NULL
Garcia-Becker,,,Company Contacts,ZH,,,NULL
Garcia-Brooks,,,Company Contacts,ZH,,,NULL
Garcia-Bryant,"Fashion accessories (trimmings, beaded motifs, fringes, corsages, appliques, collars, and scarves); garments (hand crochet tops and skirts, beaded silk tops, fancy embroidered jeans and skirts); and beads (glass, cloisonne, clay, natural shells, gemstones, and acrylic)",79666.6728,Company,ZH,0,0,NULL
Garcia-Carter,,,Company,ZH,,,NULL
Garcia-Chambers,,,Company Contacts,ZH,,,NULL
Garcia-Collier,,,Company Contacts,ZH,,,NULL
Garcia-Contreras,,,Company Contacts,ZH,,,NULL
Garcia-Crawford,Vacuum bag materials used in the moulding process for manufacturing advanced composite components,31651.0801,Company,ZH,0,0,NULL
Garcia-Cruz,,,Company Contacts,ZH,,,NULL
Garcia-Daniels,,,Beneficial Owner,ZH,,,NULL
Garcia-Dennis,,,Beneficial Owner,ZH,,,NULL
Garcia-Dominguez,,,Company,ZH,,,NULL
Garcia-Dominguez,,,Beneficial Owner,ZH,,,NULL
Garcia-Dominguez,,,Company Contacts,ZH,,,NULL
Garcia-Douglas,,,Beneficial Owner,ZH,,,NULL
Garcia-Farmer,,,Company Contacts,ZH,,,NULL
Garcia-Fleming,,,Company Contacts,ZH,,,NULL
Garcia-Hanson,,,Beneficial Owner,ZH,,,NULL
Garcia-Hebert,,9828.9552,Company,ZH,,,NULL
Garcia-Higgins,,,Beneficial Owner,ZH,,,NULL
Garcia-Hill,,,Beneficial Owner,ZH,,,NULL
Garcia-Holland,,,Company Contacts,ZH,,,NULL
Garcia-House,,,Company Contacts,ZH,,,NULL
Garcia-Hudson,,,Company Contacts,ZH,,,NULL
Garcia-Hughes,,,Company Contacts,ZH,,,NULL
Garcia-Jensen,,,Company Contacts,ZH,,,NULL
Garcia-Johnson,,,Company Contacts,ZH,,,NULL
Garcia-Jones,,,Beneficial Owner,ZH,,,NULL
Garcia-King,,,Company,ZH,,,NULL
Garcia-Lane,,,Beneficial Owner,ZH,,,NULL
Garcia-Lopez,,,Company Contacts,ZH,,,NULL
Garcia-Marshall,,,Company Contacts,ZH,,,NULL
Garcia-Martinez,,,Company Contacts,ZH,,,NULL
Garcia-Mason,"Injection, marinades, and dips for better color, yields and shelf-life in beef, pork, poultry, and seafood source: freelance researcher",15066.6728,Company,ZH,1,1,NULL
Garcia-Mason,,,Company Contacts,ZH,,,NULL
Garcia-Mays,,,Beneficial Owner,ZH,,,NULL
Garcia-Miller,,,Company Contacts,ZH,,,NULL
Garcia-Pacheco,,,Beneficial Owner,ZH,,,NULL
Garcia-Petty,,,Beneficial Owner,ZH,,,NULL
Garcia-Ramirez,,,Company Contacts,ZH,,,NULL
Garcia-Ramos,,,Company Contacts,ZH,,,NULL
Garcia-Reeves,,,Beneficial Owner,ZH,,,NULL
Garcia-Rodriguez,,15097.3274,Company,ZH,,,NULL
Garcia-Rodriguez,,,Company Contacts,ZH,,,NULL
Garcia-Rojas,,,Beneficial Owner,ZH,,,NULL
Garcia-Sanchez,,,Beneficial Owner,ZH,,,NULL
Garcia-Smith,,,Beneficial Owner,ZH,,,NULL
Garcia-Smith,,,Beneficial Owner,ZH,,,NULL
Garcia-Stafford,,,Beneficial Owner,ZH,,,NULL
Garcia-Thomas,,,Beneficial Owner,ZH,,,NULL
Garcia-Todd,,,Beneficial Owner,ZH,,,NULL
Garcia-Valencia,Fish and seafoods products,29958.4749,Company,ZH,1,1,NULL
Garcia-Ward,"Molluscs; whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, cooked or not before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption",110139585.2,Company,ZH,0,0,NULL
Garcia-Weber,Support activities for transportation,402956.107,Company,ZH,0,0,NULL
Garcia-Williams,,,Company Contacts,ZH,,,NULL
Gardner and Sons,,,Beneficial Owner,ZH,,,Sons
Gardner Group,,,Beneficial Owner,ZH,,,Group
Gardner LLC,,,Beneficial Owner,ZH,,,Limited
Gardner PLC,,,Beneficial Owner,ZH,,,PLC
"Gardner, Gibson and Wall",,,Company Contacts,ZH,,,NULL
"Gardner, Hurst and Lee",,,Company Contacts,ZH,,,NULL
"Gardner, Lewis and Prince",,,Beneficial Owner,ZH,,,NULL
"Gardner, Mccann and Martin",,,Beneficial Owner,ZH,,,NULL
"Gardner, Olson and Cooper",,,Beneficial Owner,ZH,,,NULL
"Gardner, Rivas and Green",,,Beneficial Owner,ZH,,,NULL
"Gardner, Solomon and Nunez",,,Company Contacts,ZH,,,NULL
Gardner-Aguilar,,,Beneficial Owner,ZH,,,NULL
Gardner-Cook,,,Beneficial Owner,ZH,,,NULL
Gardner-Fisher,,,Beneficial Owner,ZH,,,NULL
Gardner-Garcia,,,Beneficial Owner,ZH,,,NULL
Gardner-Harmon,,,Beneficial Owner,ZH,,,NULL
Gardner-Hopkins,,,Beneficial Owner,ZH,,,NULL
Gardner-Houston,,,Beneficial Owner,ZH,,,NULL
Gardner-Miller,,,Beneficial Owner,ZH,,,NULL
Gardner-Serrano,,,Beneficial Owner,ZH,,,NULL
Gardner-Singh,,,Company Contacts,ZH,,,NULL
Garner and Sons,,,Company Contacts,ZH,,,Sons
Garner and Sons,,,Company Contacts,ZH,,,Sons
Garner Ltd,,6572.9952,Company,ZH,,,Limited
Garner Ltd,,,Beneficial Owner,ZH,,,Limited
Garner Ltd,,,Company Contacts,ZH,,,Limited
Garner PLC,Storage solutions,12686.6728,Company,ZH,0,0,PLC
Garner PLC,,,Company Contacts,ZH,,,PLC
"Garner, Aguilar and Green",,,Company Contacts,ZH,,,NULL
"Garner, Figueroa and Guzman",,6993.1047,Company,ZH,,,NULL
"Garner, Hansen and Cook",,,Company Contacts,ZH,,,NULL
"Garner, Kane and Long",,,Company Contacts,ZH,,,NULL
"Garner, Martin and Park",Variety of goods and grocery merchandise and other related basic food products,,Company,ZH,1,0,NULL
Garner-Allen,,,Company,ZH,,,NULL
Garner-Mcdonald,,,Beneficial Owner,ZH,,,NULL
Garner-Oliver,,,Company Contacts,ZH,,,NULL
Garner-Trujillo,,,Beneficial Owner,ZH,,,NULL
Garner-Wilson,,,Company Contacts,ZH,,,NULL
Garrett and Sons,,,Beneficial Owner,ZH,,,Sons
Garrett and Sons,,,Company Contacts,ZH,,,Sons
Garrett and Sons,,,Company Contacts,ZH,,,Sons
Garrett Group,Hard gelatin capsules,67861.8581,Company,ZH,0,0,Group
Garrett Group,,,Company Contacts,ZH,,,Group
Garrett Inc,,,Beneficial Owner,ZH,,,Inc
Garrett Inc,,,Company Contacts,ZH,,,Inc
Garrett LLC,Fish and sea food products,20775.2999,Company,ZH,1,1,Limited
Garrett LLC,,5487.9915,Company,ZH,,,Limited
Garrett LLC,,,Company Contacts,ZH,,,Limited
Garrett LLC,,,Company Contacts,ZH,,,Limited
Garrett Ltd,,,Beneficial Owner,ZH,,,Limited
"Garrett, Bishop and Griffin",,,Beneficial Owner,ZH,,,NULL
"Garrett, Carter and Garrett",,,Company Contacts,ZH,,,NULL
"Garrett, Jackson and Fischer",,,Company Contacts,ZH,,,NULL
"Garrett, Morris and Baldwin",,,Company Contacts,ZH,,,NULL
"Garrett, Ortiz and Hahn",,,Company Contacts,ZH,,,NULL
"Garrett, Pope and Webb",,,Beneficial Owner,ZH,,,NULL
