source,BOCnt,CCCnt
Harrington-Ramos,1,0
Harrington-Smith,1,0
Harris Group,2,1
Harris Inc,2,0
Harris LLC,2,2
Harris Ltd,1,0
Harris PLC,4,1
Harris and Sons,1,2
"Harris, Estes and Cruz",1,0
"Harris, Garcia and Mitchell",1,0
"Harris, Garcia and Ross",1,0
"Harris, Gilmore and French",1,0
"Harris, Hahn and Banks",1,0
"Harris, Hall and Harrington",1,0
"Harris, Harris and Humphrey",1,0
"Harris, Johnston and Rivera",1,0
"Harris, Kelley and Roman",1,0
"Harris, Martin and Rivera",1,0
"Harris, Mckinney and Yates",1,0
"Harris, Mendez and Walker",1,0
"Harris, Pearson and Morales",1,0
"Harris, Sullivan and Jacobs",1,0
"Harris, Torres and Hernandez",1,0
"Harris, Townsend and Fields",1,0
"Harris, Webb and Coleman",1,0
"Harris, Young and Castro",1,0
Harris-Knight,1,0
Harris-Murphy,1,0
Harris-Pugh,1,0
Harris-Thompson,1,0
Harris-Valentine,1,0
Harrison LLC,2,0
"Harrison, Bush and Barrett",1,0
"Harrison, Hancock and Kennedy",1,0
"Harrison, Luna and Mitchell",1,0
"Harrison, White and Fields",1,0
Harrison-Carpenter,1,0
Harrison-Moore,1,0
Harrison-Wallace,1,0
Hart Inc,1,0
Hart LLC,1,0
Hart PLC,3,0
"Hart, Johnson and Patterson",1,0
Hart-Jones,1,0
Hart-Ruiz,1,0
Hartman Ltd,1,0
Hartman PLC,1,0
"Hartman, Allen and Sharp",1,0
"Hartman, Clarke and Holt",1,0
"Hartman, Lopez and Farmer",1,0
Hartman-Harrington,1,0
Hartman-Jones,1,0
Harvey Group,1,0
Harvey PLC,2,0
Harvey and Sons,1,0
"Harvey, Gonzalez and Smith",1,0
"Harvey, Hall and Velasquez",1,0
"Harvey, Taylor and Williams",1,0
"Harvey, Turner and Braun",1,0
Harvey-Crawford,1,0
Harvey-Pierce,1,0
Harvey-Simpson,1,0
Harvey-Thomas,1,0
Haryana Sea  AB Shipping,2,1
Haryana Sea  Ges.m.b.H. Transit,1,1
Haryana Sea  Jetsam Sp Marine sanctuary,4,1
Haryana Sea  Marine ecology,4,1
Haryana Sea  Mudflat Ltd Freight,5,1
Haryana Sea  OJSC International,4,1
Haryana Sea  Plc Consulting,2,1
Haryana s Catchers ОАО Enterprises,30,1
Haryana s Plc Transit,3,1
Hatfield PLC,2,0
Hatfield and Sons,1,0
Hatfield-Johnson,1,0
Hawkins LLC,3,0
"Hawkins, Nelson and Figueroa",1,0
"Hawkins, Patterson and Taylor",1,0
"Hawkins, Wright and Bell",1,0
Hawkins-Aguirre,1,0
Hawkins-Brown,1,0
Hawkins-Hardin,1,0
Hawkins-Newman,1,0
Hayden Inc,1,0
Hayden PLC,1,0
Hayden-Cain,1,0
Hayden-Green,1,0
Hayden-Oneill,1,0
Hayden-Webb,1,0
Hayes PLC,1,0
Hayes and Sons,2,0
"Hayes, Brown and Rogers",1,0
"Hayes, Evans and Hall",1,0
"Hayes, Hanna and Harmon",1,0
"Hayes, Pittman and Mcdonald",1,0
Hayes-Mccoy,1,0
Hayes-Perez,1,0
Haynes PLC,1,0
Haynes and Sons,2,1
"Haynes, Bryant and Miller",1,0
"Haynes, Sanders and Daniels",1,0
"Haynes, Simpson and Vasquez",1,0
"Haynes, Smith and Le",1,0
Haynes-Mayer,1,0
Haynes-Webb,1,0
Haynes-White,1,0
Haynes-Williams,1,0
Hays LLC,2,0
Hays Ltd,1,0
Hays PLC,1,0
Hays-Marsh,1,0
Hays-Ortiz,1,0
Hays-Salas,1,0
Hays-Skinner,1,0
Hays-Vasquez,1,0
Heath-Farrell,1,0
Hebert Group,1,0
Hebert LLC,1,0
Hebert-Gross,1,0
Henan Limited Liability Company,3,1
Henan Ltd. Liability Co,3,2
Henderson Group,1,1
Henderson PLC,1,0
Henderson and Sons,1,0
"Henderson, Austin and Greene",1,0
"Henderson, Gonzalez and Hardy",1,0
"Henderson, Nguyen and Madden",1,0
"Henderson, Silva and Odonnell",1,0
"Henderson, Washington and Miller",1,0
Henderson-Moore,1,0
Henderson-Rivera,1,0
Henderson-Spencer,1,0
Henderson-Tate,1,0
"Hendricks, Holmes and Porter",1,0
"Hendricks, Lawson and Hatfield",1,0
"Hendricks, Morales and Carey",1,0
Hendricks-Chen,1,0
Hendrix Inc,1,0
Hendrix and Sons,1,1
Hendrix-Hall,1,0
Hendrix-Rogers,1,0
Henry Inc,1,0
Henry Ltd,1,0
Henry PLC,1,0
"Henry, Colon and Smith",1,0
"Henry, Jones and Massey",1,0
"Henry, Sanchez and Brown",1,0
Henry-Evans,1,0
Henry-Graham,1,0
Henry-Salas,1,0
Henry-Shannon,1,0
Hensley and Sons,1,0
Henson PLC,1,0
"Henson, Smith and Murphy",1,0
Henson-Ingram,1,0
Henties Bay  GmbH & Co. KG Marine biology,2,1
Henties Bay  Ltd. Corporation Family,2,1
Henties Bay  and S.A. de C.V. Consultants,2,1
Herman LLC,1,0
"Herman, Smith and Johnson",1,0
"Herman, Walsh and Leon",1,0
Herman-Gregory,1,0
Hernandez Group,4,1
Hernandez Inc,2,1
Hernandez Ltd,1,1
Hernandez PLC,2,1
Hernandez and Sons,3,3
"Hernandez, Beck and Douglas",1,0
"Hernandez, Carey and Myers",1,0
"Hernandez, Chavez and Meyer",1,0
"Hernandez, Diaz and Leach",1,0
"Hernandez, Green and Vance",1,0
"Hernandez, Horton and Park",1,0
"Hernandez, Lewis and Woods",1,0
"Hernandez, Lopez and Young",1,0
"Hernandez, Moore and Holloway",1,0
"Hernandez, Rivera and Frederick",1,0
"Hernandez, Roberson and Kim",1,0
"Hernandez, Sanchez and Brooks",1,0
"Hernandez, Smith and Harrison",1,0
"Hernandez, Spencer and Watson",1,0
"Hernandez, Turner and Williams",1,0
Hernandez-Adams,1,0
Hernandez-Andrews,1,0
Hernandez-Cabrera,1,0
Hernandez-Chase,1,0
Hernandez-Elliott,1,0
Hernandez-English,1,0
Hernandez-Evans,1,0
Hernandez-Gonzalez,1,0
Hernandez-Goodwin,1,0
Hernandez-Hamilton,1,0
Hernandez-Jones,1,0
Hernandez-Rivera,1,0
Hernandez-Stuart,1,0
Hernandez-Taylor,1,0
Hernandez-Torres,1,0
Hernandez-Woodward,1,0
Hernandez-Young,1,0
Herrera LLC,1,1
Herrera PLC,1,0
Herrera and Sons,1,0
"Herrera, Barr and Hardin",1,0
Herrera-Clark,1,0
Herrera-Garcia,1,0
Herrera-Green,1,0
Herrera-Jones,1,0
Herrera-Long,1,0
Herrera-White,1,0
Herrera-Young,1,0
"Herring, Collins and Johnson",1,0
"Herring, Hawkins and Oneill",1,0
Herring-Johnson,1,0
Hess PLC,1,0
Hess and Sons,2,0
"Hess, Franklin and Jenkins",1,0
"Hess, Wilcox and Howell",1,0
Hess-Hall,1,0
Hester Inc,1,0
"Hester, Walker and Jefferson",1,0
Hester-Johnson,1,0
Hester-Rodriguez,1,0
"Hickman, Robinson and Johnson",1,0
Hicks Group,2,0
Hicks Inc,1,0
Hicks LLC,1,0
Hicks Ltd,1,0
Hicks PLC,1,0
Hicks and Sons,1,3
"Hicks, Gibson and Cameron",1,0
Hicks-Lee,1,0
Higgins Group,1,0
Higgins Inc,1,0
"Higgins, Ramirez and Contreras",1,0
Higgins-Campbell,1,0
Higgins-Edwards,1,0
Hill Group,2,0
Hill Inc,1,1
Hill LLC,2,1
Hill Ltd,1,0
Hill PLC,3,0
Hill and Sons,3,0
"Hill, Allen and Navarro",1,0
"Hill, Bailey and Little",1,0
"Hill, Barrera and Owens",1,0
"Hill, Brown and Good",1,0
"Hill, Clarke and Barber",1,0
"Hill, Graves and Weber",1,0
"Hill, Hines and Fisher",1,0
"Hill, Horn and Hall",1,0
"Hill, Johnson and Hansen",1,0
"Hill, Leon and Watts",1,0
"Hill, Lin and Adams",1,0
"Hill, Ward and Wagner",1,0
Hill-Alvarez,1,0
Hill-Fisher,1,0
Hill-Morgan,1,0
Hill-Perez,1,0
Himachal Pradesh   Corp Delivery,2,1
Himachal Pradesh   Cruise ship Inc Investment,8,1
Himachal Pradesh   Incorporated Herring,2,1
Himachal Pradesh   Kga Catchers,1,1
Himachal Pradesh   LLC Ocean,15,0
Himachal Pradesh   N.V. Sashimi,2,1
Himachal Pradesh   Pic Line,1,1
Himachal Pradesh  Limited Liability Company Transport,1,1
Himachal Pradesh  Ltd. Corporation and Son's,1,1
Hines Group,1,0
Hines-Edwards,1,0
Ho Inc,1,0
Ho-White,1,0
Hobbs LLC,1,0
Hobbs-Lawson,1,0
Hobbs-Perez,1,0
"Hodge, Curry and Walker",1,0
Hodges PLC,1,0
"Hodges, Franklin and Holden",1,0
"Hodges, Hughes and Harris",1,0
Hodges-Brown,1,0
Hoffman Group,1,0
Hoffman Inc,1,0
Hoffman PLC,1,0
Hoffman and Sons,2,0
"Hoffman, Gregory and Hoover",1,0
Hoffman-Garrett,1,0
"Hogan, Mckenzie and Lynn",1,0
"Hogan, Montgomery and Williams",1,0
"Hogan, Young and Deleon",1,0
Holden Inc,1,0
Holder Group,1,0
Holder-Weber,1,0
Holder-Woods,1,0
Holdings S.A. de C.V.,3,1
"Holland, Taylor and Fletcher",1,0
Holland-Alvarez,1,0
Holland-Wilson,1,0
Holloway LLC,1,0
"Holloway, Wood and Murphy",1,0
Holloway-Miller,1,0
Holloway-Wolf,1,0
Holmes Group,1,0
Holmes LLC,4,0
Holmes PLC,2,0
"Holmes, Foster and White",1,0
"Holmes, Hunt and Mcfarland",1,0
"Holmes, Norton and Hernandez",1,0
"Holmes, Watkins and Barnett",1,0
Holmes-Bennett,1,0
Holmes-Henderson,1,0
Holmes-White,1,0
Holt Inc,1,0
Holt Ltd,1,0
"Holt, Clark and Kennedy",1,0
"Holt, Hernandez and Krause",1,0
"Holt, Mercado and Campbell",1,0
"Holt, Scott and Mejia",1,0
"Holt, Sullivan and White",1,0
"Holt, Wiley and Lopez",1,0
Holt-Martin,1,0
Holt-White,1,0
Holt-Yu,1,0
Hood PLC,1,0
Hood and Sons,2,0
"Hood, Gonzalez and Jackson",1,0
"Hood, Lewis and Perez",1,0
"Hood, Weber and Woodward",1,0
Hood-Cantrell,1,0
Hook Canal N.V. Worldwide,8,1
Hook Oceanography BV Logistics,1,1
Hook S.A. de C.V.,8,1
Hooper and Sons,1,0
"Hooper, Marsh and Carter",1,0
Hooper-Ruiz,1,0
"Hoover, Hill and Jacobs",1,0
"Hoover, Rodriguez and Russo",1,0
Hopkins Group,2,0
Hopkins Inc,1,0
Hopkins LLC,1,0
"Hopkins, Ball and Brown",1,0
"Hopkins, Cox and Harmon",1,0
"Hopkins, Haynes and Rogers",1,0
"Hopkins, Mueller and Pierce",1,0
Hopkins-Bowers,1,0
Horn Ltd,1,0
Horn and Sons,1,0
"Horn, Thomas and Lowe",1,0
"Horn, Walker and Hunt",1,0
Horne-Foster,1,0
"Horton, Collins and Stanton",1,0
"Horton, Curtis and Peterson",1,0
"Horton, Flores and Savage",1,0
Horton-Davis,1,0
Horton-Hill,1,0
Horton-Smith,1,0
Horton-White,1,0
"House, Avila and Stewart",1,0
House-Boone,1,0
House-King,1,0
Houston and Sons,1,0
"Houston, Robbins and Ward",1,0
Howard Inc,2,1
Howard LLC,2,0
Howard Ltd,2,0
Howard PLC,2,0
Howard and Sons,2,0
"Howard, Silva and Ferguson",1,0
"Howard, Smith and Bright",1,0
"Howard, Stout and Myers",1,0
Howard-Long,1,0
"Howell, Butler and Miller",1,0
"Howell, Delgado and White",1,0
"Howell, Hodge and Patterson",1,0
Howell-Jennings,1,0
Howell-Knight,1,0
Huang Group,1,0
Huang LLC,1,0
Huang PLC,2,0
Huang-Anderson,1,0
Hubbard Group,1,0
"Hubbard, Harris and Monroe",1,0
Hubbard-Coleman,1,0
Hubbard-Morris,1,0
"Huber, Frazier and Shaw",1,0
"Huber, Paul and Brown",1,0
Hudson Group,1,0
Hudson Inc,1,0
Hudson LLC,1,0
Hudson Ltd,2,0
Hudson and Sons,1,0
"Hudson, Daniels and Smith",1,0
"Hudson, Garner and Green",1,0
"Hudson, Gray and Torres",1,0
"Hudson, Hamilton and Jones",1,0
"Hudson, Henson and Parker",1,0
"Hudson, Smith and Brown",1,0
Hudson-Bailey,1,0
Hudson-Figueroa,1,0
Hudson-Valenzuela,1,0
Hudson-Wright,1,0
"Huerta, White and Cruz",1,0
Huerta-Robinson,1,0
Huerta-Woods,1,0
Huff-Barker,1,0
Huff-Frost,1,0
Huff-Johnson,1,0
Huff-Payne,1,0
"Huffman, Ramirez and Wright",1,0
Hughes Group,1,0
Hughes Ltd,1,0
Hughes PLC,2,0
"Hughes, Hooper and Duran",1,0
"Hughes, Little and Wright",1,0
"Hughes, Reynolds and Hansen",1,0
"Hughes, Thomas and Bell",1,0
Hughes-Holland,1,0
Hughes-Jones,1,0
Hughes-Lawrence,1,0
Hughes-Sparks,1,0
Hull Group,1,1
"Hull, Hanson and Martinez",1,0
Humphrey Inc,1,0
"Humphrey, Jenkins and Adams",1,0
Hunt Inc,5,0
"Hunt, Dean and Ross",1,0
"Hunt, King and Hines",1,0
"Hunt, Roberts and Nielsen",1,0
"Hunt, Salazar and Davis",1,0
Hunt-Anderson,1,0
Hunt-Burnett,1,0
Hunt-Carter,1,0
Hunt-Estes,1,0
Hunt-Gallagher,1,0
Hunt-Khan,1,0
Hunt-Molina,1,0
Hunt-Williams,1,0
Hunt-Willis,1,0
Hunter Group,1,2
Hunter Inc,2,1
Hunter PLC,1,0
Hunter and Sons,1,0
"Hunter, Campbell and Galloway",1,0
"Hunter, Logan and Coffey",1,0
"Hunter, Sanchez and Harmon",1,0
Hunter-Craig,1,0
Hunter-Powell,1,0
Hunter-Smith,1,0
Hunter-Whitehead,1,0
"Hurley, Decker and Doyle",1,0
Hurst Ltd,1,0
Hutchinson Inc,1,0
"Huynh, Chung and Richmond",1,0
"Huynh, Mitchell and Shaffer",1,0
Ianira GmbH & Co. KG Transit,1,1
Ianira Limited Liability Company -,1,1
Ianira Limited Liability Company Marine,1,1
Ibarra LLC,1,0
"Ibarra, Farrell and Bishop",1,0
Icelandic  Limited Liability Company,2,1
Icelandic Cat Herring Sp Enterprises,18,1
Icelandic Cat Ltd. Corporation Forwading,2,1
Icelandic Cat Transport Charter Boat,2,1
Icelandic Cod GmbH & Co. KG Express,6,0
Icelandic Oysters CJSC Export,2,1
Icelandic Oysters Logistics Sandbar,3,1
Icelandic Oysters Ltd. Corporation Investment,1,1
Icelandic Oysters Pic Solutions,2,1
Icelandic Oysters _ BV United,3,1
Icelandic Shrimp Oyj Dredge,2,1
Indian Ocean Harvesters AG Transportation,2,1
Indian Ocean Harvesters Kga,3,1
Indian Ocean Harvesters Ltd. Liability Co Family,1,1
Indian Ocean Harvesters S.A. de C.V. Consultants,40,1
Indian Ocean Harvesters SRL Line,2,1
Indian Ocean Harvesters SRL Overseas,17,1
Ingram Ltd,1,0
"Ingram, Edwards and Wood",1,0
"Ingram, Jackson and Harrell",1,0
"Ingram, Johnson and Mcpherson",1,0
Ingram-Davis,1,0
Ingram-Figueroa,1,0
Ingram-Parker,1,0
Ingram-Stevens,1,0
Investment Ltd. Liability Co,1,1
Iphimedeia Submarine Sp United,2,1
Iphimedeia ship N.V. Marine life,5,1
Irish Crab Sp Services,1,1
Irish Mackerel Ltd. Liability Co Marine mist,1,1
Irish Mackerel S.A. de C.V. Marine biology,3,7
Irish Mackerel Sagl Marine life,1,1
Irish Scallop Incorporated Forwading,1,1
Irish Scallop Pic Express,2,1
Irish Scallop Plc Forwading,3,1
Irish Scallop S.A. de C.V.,3,1
Irish Scallop Sp Shipping,2,1
Irish Sea  Corporation Shipping,1,1
Irish Trout Co Marine ecology,1,1
Irish Trout Inc Solutions,5,1
Irish Trout S.p.A. Carriers,2,1
Irish Trout SE Seafoam,2,1
Irish Trout Sp Express,5,1
Irtysh  Dashi SRL Cargo,5,1
"Irwin, Walls and Phillips",1,0
Irwin-Logan,1,0
Isla Azul Line Seafaring,3,1
Isla Azul Ltd. Liability Co,9,1
Isla Azul Marine biology,2,1
Isla Azul Seafoam GmbH & Co. KG Forwading,1,1
Isla del Este CJSC Logistics,3,1
Isla del Este Ltd,11,2
Isla del Este Ltd. Corporation,10,1
Isla del Este Marine sanctuary,2,1
Isla del Este _,2,1
Isla del Mar AB Express,1,1
Isla del Mar Inc Marine sanctuary,2,1
Isla del Mar Incorporated Transport,1,1
Isla del Mar LC Worldwide,3,1
Isla del Mar LLC,1,1
Isla del Mar Ltd,1,1
Isla del Mar S.A. de C.V.,2,1
Isla del Tesoro CJSC,1,1
Isla del Tesoro Co,6,1
Isla del Tesoro Pic,2,1
Isla del Tesoro ОАО,4,1
Italian Anchovy LC Delivery,3,1
Italian Anchovy Pic Carriers,9,1
Italian Anchovy S.A. de C.V.,2,1
Italian Sardines GmbH & Co. KG World,4,1
Italian Sardines Ltd. Liability Co,3,1
Italian Sardines Ltd. Liability Co Transport,1,1
Italian Sardines Pic Transit,1,1
Italian Sword Ltd. Corporation,3,1
Italian Sword OJSC Transport,1,1
Italian Tuna Ges.m.b.H. Forwading,1,1
Italian Tuna S.A. de C.V. Overseas,1,1
Jackson Group,5,1
Jackson Ltd,1,1
Jackson PLC,1,0
Jackson and Sons,3,4
"Jackson, Arroyo and Turner",1,0
"Jackson, Atkinson and Thompson",1,0
"Jackson, Baker and Stout",1,0
"Jackson, Burns and Moon",1,0
"Jackson, Flores and Coleman",1,0
"Jackson, Hull and Goodwin",1,0
"Jackson, Roth and Baker",1,0
"Jackson, Torres and Fox",1,0
"Jackson, Wilson and Stark",1,0
Jackson-Adkins,1,0
Jackson-Anderson,2,0
Jackson-Braun,1,0
Jackson-Cisneros,1,0
Jackson-Cox,1,0
Jackson-Davis,2,0
Jackson-Decker,1,0
Jackson-Friedman,1,0
Jackson-Garcia,1,0
Jackson-Guzman,1,0
Jackson-Hughes,1,0
Jackson-Jones,2,0
Jackson-Mcclure,1,0
Jackson-Miller,1,0
Jackson-Moore,1,0
Jackson-Murray,1,0
Jackson-Thompson,1,0
Jackson-Tran,1,0
Jacobs Ltd,1,0
"Jacobs, Richard and Kerr",1,0
"Jacobs, Smith and Duarte",1,0
"Jacobs, Taylor and Jimenez",1,0
Jacobs-Chavez,1,0
Jacobs-Hendrix,1,0
Jacobs-Henry,1,0
Jacobs-Jensen,1,0
Jacobson Ltd,1,0
James Limited Liability Company,9,2
James and Sons,1,0
"James, Jenkins and Douglas",1,0
James-Cain,1,0
James-Carey,1,0
James-Fuller,1,0
James-Green,1,0
James-Woods,1,0
Jammu & Kashmir  AB Consultants,1,1
Jammu & Kashmir  AG Export,2,1
Jammu & Kashmir  Estuary,2,1
Jammu & Kashmir  Limited Liability Company Delivery,2,1
Jammu & Kashmir Sea  CJSC Enterprises,1,1
Jammu & Kashmir Sea  Dashi,1,1
Jammu & Kashmir Sea  Eel Ltd Worldwide,1,1
Jammu & Kashmir Sea  Inc,2,1
Jammu AS Marine life,1,1
Jammu GmbH Marine biology,5,1
Jammu S.A. de C.V.,12,3
Jarvis-Hamilton,1,0
Jarvis-Mooney,1,0
Jefferson Inc,1,0
Jenkins PLC,2,0
"Jenkins, Banks and Larson",1,0
"Jenkins, Bauer and Pratt",1,0
"Jenkins, Griffith and Bowen",1,0
"Jenkins, Lee and Giles",1,0
"Jenkins, Mason and Jackson",1,0
"Jenkins, Murphy and Murray",1,0
"Jenkins, Phillips and Mitchell",1,0
Jenkins-Cantu,1,0
Jenkins-Hunter,1,0
Jenkins-Morse,1,0
Jenkins-Reed,1,0
Jennings Group,1,0
Jennings Ltd,1,0
"Jennings, Myers and Yates",1,0
Jennings-Douglas,1,0
Jensen LLC,1,0
"Jensen, Johnson and Fox",1,0
"Jensen, Joseph and Ramirez",1,0
Jensen-Davis,1,0
Jensen-Marks,1,0
Jensen-Perkins,1,0
Jensen-Rogers,1,0
Jharkhand  Ltd. Liability Co,1,0
Jharkhand Sea  Corp Freight,1,0
Jharkhand Sea  Trawler LC Transit,2,1
Jharkhand s Sagl Brothers,13,1
Jimenez LLC,3,1
Jimenez Ltd,2,0
"Jimenez, Jones and Foster",1,0
Jimenez-Turner,1,0
Jiyu  BV Marine life,4,0
Jiyu  Ltd. Liability Co,3,1
Johns PLC,1,0
Johns-Cabrera,1,0
Johns-Garner,1,0
Johnson Group,5,4
Johnson Inc,14,2
Johnson LLC,1,2
Johnson Ltd,3,3
Johnson PLC,7,3
Johnson and Sons,10,2
"Johnson, Adams and Wallace",1,0
"Johnson, Atkins and Hunter",1,0
"Johnson, Bailey and Mitchell",1,0
"Johnson, Ball and Howell",1,0
"Johnson, Barnes and May",1,0
"Johnson, Bowers and Carpenter",1,0
"Johnson, Brown and Alvarez",1,0
"Johnson, Brown and Williams",1,0
"Johnson, Buchanan and Valenzuela",1,0
"Johnson, Clark and Johnson",1,0
"Johnson, Clark and Rodriguez",1,0
"Johnson, Cook and Powell",1,0
"Johnson, Cox and Steele",1,0
"Johnson, Garcia and Armstrong",1,0
"Johnson, Gilmore and Hall",1,0
"Johnson, Gonzalez and Brown",1,0
"Johnson, Graham and Watkins",1,0
"Johnson, Hill and James",1,0
"Johnson, Johnson and Petty",1,0
"Johnson, Jones and James",1,0
"Johnson, Lucas and Meza",1,0
"Johnson, Martin and Peterson",1,0
"Johnson, Moreno and Rhodes",1,0
"Johnson, Palmer and Tyler",1,0
"Johnson, Ramirez and Webster",1,0
"Johnson, Roberson and Johnson",1,0
"Johnson, Rodriguez and Austin",1,0
"Johnson, Rogers and Crawford",1,0
"Johnson, Santos and Sexton",1,0
"Johnson, Sawyer and Jordan",1,0
"Johnson, Smith and Baker",1,0
"Johnson, Stuart and Barker",1,0
"Johnson, Walters and Haynes",1,0
"Johnson, Weber and Guerrero",1,0
"Johnson, Weber and Larson",1,0
"Johnson, Yang and Rubio",1,0
"Johnson, Young and Wood",1,0
"Johnson, Zimmerman and Smith",1,0
Johnson-Andersen,1,0
Johnson-Andrews,3,0
Johnson-Baker,1,0
Johnson-Banks,1,0
Johnson-Brown,1,0
Johnson-Bush,1,0
Johnson-Campbell,1,0
Johnson-Colon,1,0
Johnson-Frazier,1,0
Johnson-Gonzalez,1,0
Johnson-Heath,1,0
Johnson-Hernandez,1,0
Johnson-Hobbs,1,0
Johnson-Johnson,2,0
Johnson-Jones,2,0
Johnson-King,1,0
Johnson-Lee,1,0
Johnson-Martin,2,0
Johnson-Mason,1,0
Johnson-Mcgee,1,0
Johnson-Morris,1,0
Johnson-Owen,1,0
Johnson-Pittman,1,0
Johnson-Proctor,1,0
Johnson-Richardson,1,0
Johnson-Robbins,1,0
Johnson-Robertson,1,0
Johnson-Sanchez,1,1
Johnson-Savage,1,0
Johnson-Schroeder,1,0
Johnson-Simpson,1,0
Johnson-Sullivan,1,0
Johnson-Thompson,1,0
Johnson-Wiggins,1,0
Johnson-Williams,1,1
Johnston Inc,1,0
Johnston and Sons,1,1
"Johnston, Alvarado and Lucero",1,0
"Johnston, Green and Day",1,0
"Johnston, Rodriguez and Marks",1,0
Johnston-Duffy,1,0
Johnston-Hunter,1,0
Johnston-Miller,1,0
Jones Group,8,1
Jones Inc,3,2
Jones LLC,5,3
Jones Ltd,3,3
Jones PLC,4,2
Jones and Sons,6,1
"Jones, Baker and Stewart",1,0
"Jones, Blake and Rice",1,0
"Jones, Burke and Barber",1,0
"Jones, Castro and Bowman",1,0
"Jones, Cooley and Burgess",1,0
"Jones, Foster and Schultz",1,0
"Jones, Garcia and Evans",1,0
"Jones, Garza and Estes",1,0
"Jones, Gutierrez and Roberts",1,0
"Jones, Hall and Miller",1,0
"Jones, Hernandez and Thompson",1,0
"Jones, Hill and Leonard",1,0
"Jones, Hines and Cruz",1,0
"Jones, Holloway and Evans",1,0
"Jones, Kelley and Welch",1,0
"Jones, Kemp and Abbott",1,0
"Jones, Kennedy and Johnson",1,0
"Jones, Kerr and Ray",1,0
"Jones, Kramer and Mcbride",1,0
"Jones, Lamb and Fisher",1,0
"Jones, Lane and Wilson",1,0
"Jones, Levy and Bauer",1,0
"Jones, Long and Roberts",1,0
"Jones, Martinez and Gill",1,0
"Jones, Mccall and Johnson",1,0
"Jones, Michael and Gill",1,0
"Jones, Miller and Elliott",1,0
"Jones, Miller and Jones",1,0
"Jones, Oliver and Daniels",1,0
"Jones, Rice and Pearson",1,0
"Jones, Smith and Williams",1,0
"Jones, Stevenson and Shaffer",1,0
"Jones, Stewart and Payne",1,0
"Jones, Turner and Roberts",1,0
"Jones, Villa and Henderson",1,0
"Jones, Wheeler and Snyder",1,0
"Jones, Wilson and Fuller",1,0
"Jones, Yoder and Murphy",1,0
Jones-Barber,1,0
Jones-Bell,1,0
Jones-Blanchard,1,0
Jones-Carpenter,1,0
Jones-Carter,1,1
Jones-Chan,1,0
Jones-Cisneros,1,0
Jones-Collins,1,0
Jones-Cruz,1,0
Jones-Cunningham,1,0
Jones-Diaz,1,0
Jones-Gould,1,0
Jones-Gregory,1,0
Jones-Hill,1,0
Jones-Hoffman,1,1
Jones-Huff,1,0
Jones-Hughes,1,0
Jones-Jones,1,0
Jones-Kaufman,1,0
Jones-Lutz,1,0
Jones-Miles,1,0
Jones-Norton,1,0
Jones-Rodgers,1,0
Jones-Rodriguez,1,0
Jones-Rosales,1,0
Jones-Santos,1,0
Jones-Tate,1,0
Jones-Walker,1,0
Jones-Wells,1,0
Jones-Woods,1,0
Jordan Group,1,0
Jordan LLC,1,0
Jordan Ltd,1,1
"Jordan, Boyer and Jenkins",1,0
"Jordan, Johnson and Morales",1,0
"Jordan, Knox and Brown",1,0
"Jordan, Ward and Nelson",1,0
Jordan-Rose,1,0
Jordan-Whitaker,1,0
Jordan-Williams,1,0
Joseph Ltd,1,0
"Joseph, Gibson and Barnett",1,0
"Joseph, Perry and Walker",1,0
"Joseph, Vaughan and Morris",1,0
Joseph-Williams,1,0
"Joyce, Kim and Cummings",1,0
"Joyce, Martinez and Heath",1,0
"Joyce, Rhodes and Barker",1,0
Joyce-Schmidt,1,0
Juarez LLC,1,0
"Juarez, Elliott and Esparza",1,0
"Juarez, Walter and Walker",1,0
Juarez-Cohen,1,0
Kafue River  Breakwater Inc United,3,1
Kafue River  Limited Liability Company Salmon,1,1
Kagera River   S.p.A. Transport,1,0
Kallianassa Ltd. Liability Co,1,1
Kambala S.A. de C.V.,1,1
"Kane, Hale and Stewart",1,0
Kane-Johnson,1,0
Karelians Inc Marine conservation,3,1
Karelians Plc Marine conservation,18,1
Kariba Dam   BV Brothers,3,1
Kariba Dam   CJSC Holdings,1,1
Kariba Dam   CJSC Marine sanctuary,2,1
Kariba Dam   Inc Marine conservation,2,1
Karnataka  Market - Ltd. Corporation Export,6,1
Karnataka s Company Import,2,1
Karnataka s Incorporated Marine ecology,1,1
Karnataka s LC Line,1,1
Katwa Snapper GmbH Worldwide,2,1
Kaufman Inc,1,0
"Kaufman, Bush and Lee",1,0
"Kaufman, Hull and Moore",1,0
"Kaufman, Jones and Mccoy",1,0
Kaufman-Sheppard,1,0
Keith Inc,1,0
Keith and Sons,1,0
Keith-Peters,1,0
Keller PLC,1,1
"Keller, Ray and Dixon",1,0
"Keller, Rowe and Pennington",1,0
Keller-Howe,1,0
Keller-Moore,1,0
Keller-Skinner,1,0
Keller-Wong,1,0
Kelley Ltd,1,0
Kelley PLC,1,1
Kelley and Sons,1,1
"Kelley, Jackson and Stark",1,0
"Kelley, Larson and Lynn",1,0
"Kelley, Marquez and Kramer",1,0
"Kelley, Nguyen and Edwards",1,0
"Kelley, Orr and Davis",1,0
Kelley-Walter,1,0
Kelly LLC,2,0
"Kelly, Brown and Daniel",1,0
"Kelly, Elliott and Walker",1,0
"Kelly, Harris and Stone",1,0
"Kelly, Lewis and Martinez",1,0
